bd_date,ao_id,q_user_id,backblast
2024-01-22,C0168ASEPD5,U02KN9HUSE6,"Backblast! Polar plunge signup 
DATE: 2024-01-22
AO: <#C0168ASEPD5>
Q: <@U02KN9HUSE6>
PAX: <@U03765UPB8C> <@U03ESCYKTGR> <@U017E4NMFQV> <@U016M1Z8NLE> <@U03TX17L7AQ> <@U0171KQRB6D> <@U02KN9HUSE6> 
FNGs: None
COUNT: 7

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-01-26,C0168ASEPD5,U05LL7ESE79,"Backblast! Community Christian Sportsplex Support
DATE: 2024-01-26
AO: <#C0168ASEPD5>
Q: <@U05LL7ESE79>
PAX: <@U05T0TCJZ44> <@U046T59S606> <@U04RBT6T8RJ> <@U016M1Z8NLE> <@U05LL7ESE79> <@U03H797905V> <@U02KN9HUSE6> <@U02A96W697X> <@U02F2UV0MCL> , Several 2.0s
FNGs: None
COUNT: 13
Look at this manpower!  Thanks to everyone that came out and supported in a time of need.  I know Community Christian and the  Sportsplex are very appreciative of the support ❤️ "
2024-01-29,C0168ASEPD5,U02KN9HUSE6,"Backblast! Polar plunge sign up/donation 
DATE: 2024-01-29
AO: <#C0168ASEPD5>
Q: <@U02KN9HUSE6>
PAX: <@U02A96W697X> <@U03ESCYKTGR> <@U05TUKL5N87> <@U051330RY2J> <@U016M1Z8NLE> 
FNGs: None
COUNT: 5

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-02-09,C0168ASEPD5,U03EPDEKY4U,"Backblast! Food Truck - Turkeys and vegan cheese edition
DATE: 2024-02-09
AO: <#C0168ASEPD5>
Q: <@U03EPDEKY4U>
PAX: <@U01B8FLBHKP> <@U05TUKL5N87> <@U063PMGKQLB> 
FNGs: None
COUNT: 4

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-02-16,C0168ASEPD5,U03T43SBJNA,"Backblast! Forgotten Warrior 5k registration
DATE: 2024-02-16
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U02A96W697X> <@U03SX99V3PU> <@U02F2UV0MCL> <@U03765UPB8C> <@U03TYQYKERF> <@U06A1RN2DQF> <@U018098KAAC> <@U031LSD0SP7> 
FNGs: None
COUNT: 9
WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT:

Please edit and tag yourself if you registered for this event. "
2024-02-19,C0168ASEPD5,U02KN9HUSE6,"Backblast! Polar plunge donation/signup 
DATE: 2024-02-19
AO: <#C0168ASEPD5>
Q: <@U02KN9HUSE6>
PAX: <@U02F2UV0MCL> <@U017E4NMFQV> <@U03ESCYKTGR> <@U03SUM8JU2Z> 
FNGs: None
COUNT: 4

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-02-23,C0168ASEPD5,U03TX17L7AQ,"Backblast! RFK Comedy night
DATE: 2024-02-23
AO: <#C0168ASEPD5>
Q: <@U03TX17L7AQ>
PAX: <@U03765UPB8C> 
FNGs: None
COUNT: 2

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-03-02,C0168ASEPD5,U03765UPB8C,"Backblast! Adopt-A-Highway Cleanup on Rt. 59
DATE: 2024-03-02
AO: <#C0168ASEPD5>
Q: <@U03765UPB8C>
PAX: <@U03TL1GG31B> <@U03KV19V5JS> <@U03ESCYKTGR> <@U06A1RN2DQF> <@U041R4GK79V> <@U05H6UA0KCK> <@U02F2UV0MCL> <@U017Q6TF0TB> <@U03765UPB8C> , Lacey, Field Mouse, El Churro, OG Webster, Gopher 2.0
FNGs: None
COUNT: 14

WARMUP: 
THE THANG: Covered over 2 miles!  Special thanks to Freon for collecting all the bags afterwards.  
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-03-08,C0168ASEPD5,U04U8EGCQS1,"Backblast! Food pantry.  We need to do a backblast?
DATE: 2024-03-08
AO: <#C0168ASEPD5>
Q: <@U04U8EGCQS1>
PAX: <@U03EPDEKY4U> <@U041R4GK79V> <@U01B8FLBHKP> <@U04RQB0TXFS> 
FNGs: None
COUNT: 5

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-03-22,C0168ASEPD5,U01KXPKDF97,"Backblast! Backblasts don't magically appear?  Food bank unload
DATE: 2024-03-22
AO: <#C0168ASEPD5>
Q: <@U01KXPKDF97>
PAX: <@U01B8FLBHKP> <@U041R4GK79V> <@U03EPDEKY4U> <@U04RQB0TXFS> <@U04U8EGCQS1> 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-03-28,C0168ASEPD5,U02KN9HUSE6,"Backblast! Feed My Starving Children 
DATE: 2024-03-28
AO: <#C0168ASEPD5>
Q: <@U02KN9HUSE6>, <@U03765UPB8C> 
PAX: <@U02KN9HUSE6> <@U03765UPB8C> , Barbera, Tebow, Tiny dancer, Medusa 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-03-28,C0168ASEPD5,U03M46Y9YRJ,"Backblast! Giving Back
DATE: 2024-03-28
AO: <#C0168ASEPD5>
Q: <@U03M46Y9YRJ>
PAX: <@U05T0TCJZ44> <@U02DHQB2JRG> <@U02AA561KC3> <@U0194BS66MQ> <@U03KKAHVC8J> <@U03SJESV9JR> <@U064F9H5MAR> 
FNGs: None
COUNT: 8

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-04-06,C0168ASEPD5,U03T43SBJNA,"Backblast! Forgotten Warrior Memorial 5k
DATE: 2024-04-06
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U018098KAAC> <@U03SJESV9JR> <@U041T9ACB3L> <@U03SX99V3PU> <@U02A96W697X> <@U03TYQYKERF> <@U03765UPB8C> <@U04M8MS2WHJ> <@U03ESCYKTGR> <@U02F2UV0MCL> <@U01ANAL4DUL> <@U064F9H5MAR> <@U03KV19V5JS> <@U06A1RN2DQF> <@U03TX17L7AQ> <@U058T072X6G> <@U06GZ8ECZC5> <@U05E2JFNW2E> <@U06J46ZTPEZ> <@U051330RY2J> <@U03TL1GG31B> 
FNGs: None
COUNT: 22

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-04-12,C0168ASEPD5,U03SJESV9JR,"Backblast! Food Pantry.  Serously Hanger hurry back and do these backblasts
DATE: 2024-04-12
AO: <#C0168ASEPD5>
Q: <@U03SJESV9JR>
PAX: <@U040R8S1N6P> <@U04U8EGCQS1> <@U041R4GK79V> <@U064F9H5MAR> <@U05TUKL5N87> 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-04-20,C0168ASEPD5,U02F2UV0MCL,"Backblast! F3P at the Knights of Columbus 5k
DATE: 2024-04-20
AO: <#C0168ASEPD5>
Q: <@U02F2UV0MCL>
PAX: <@U02KN9HUSE6> <@U03U8N4P5G8> 
FNGs: None
COUNT: 3
."
2024-04-26,C0168ASEPD5,U04U8EGCQS1,"Backblast! Food Pantry.  Nobody forgets a backblast during Reindeer Games!
DATE: 2024-04-26
AO: <#C0168ASEPD5>
Q: <@U04U8EGCQS1>
PAX: <@U03TL1GG31B> <@U05TUKL5N87> <@U04RQB0TXFS> <@U01A81A7BPS> <@U041R4GK79V> <@U03EPDEKY4U> 
FNGs: None
COUNT: 7

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-04-28,C0168ASEPD5,U05LL7ESE79,"Backblast! Cutler’s Adult Baptism
DATE: 2024-04-28
AO: <#C0168ASEPD5>
Q: <@U05LL7ESE79>
PAX: <@U05LL7ESE79> <@U01ELRMAL7L> <@U016V6KHM36> <@U02F2UV0MCL> <@U017E4NMFQV> <@U0194BS469Y> <@U03L5D4Q085> <@U016M1Z8NLE> <@U05V7JWTY67> 
FNGs: None
COUNT: 9
What legacy are you leaving for others?  For <@U01ELRMAL7L> he is making lasting impacts on men he started a Bible study group with. For <@U05LL7ESE79>  he wanted to be an example for his kids about the importance of proclaiming your faith. What about you?"
2024-05-10,C0168ASEPD5,U03EPDEKY4U,"Backblast! Food Pantry Truck
DATE: 2024-05-10
AO: <#C0168ASEPD5>
Q: <@U03EPDEKY4U>
PAX: <@U03SJESV9JR> <@U064F9H5MAR> <@U01A81A7BPS> <@U05TUKL5N87> <@U05H6UA0KCK> 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-05-12,C0168ASEPD5,U03EPDEKY4U,"Backblast! Pink Heals Mother's Day Walk
DATE: 2024-05-12
AO: <#C0168ASEPD5>
Q: <@U03EPDEKY4U>
PAX: <@U04C9LC424U> <@U070SG6LRAS> <@U01Q04FM95G> <@U041R4GK79V> <@U03T43SBJNA> <@U04M8MS2WHJ> <@U06A1RN2DQF> <@U0709PKBJ0Y> 
FNGs: None
COUNT: 9

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-05-24,C0168ASEPD5,U017E4NMFQV,"Backblast! Memorial Weekend Food Pantry
DATE: 2024-05-24
AO: <#C0168ASEPD5>
Q: <@U017E4NMFQV>
PAX: <@U03SJESV9JR> <@U05T0TCJZ44> <@U05TUKL5N87> <@U03EPDEKY4U> <@U04U8EGCQS1> 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-05-29,C0168ASEPD5,U03765UPB8C,"Backblast! FMSC with F3 Naperville
DATE: 2024-05-29
AO: <#C0168ASEPD5>
Q: <@U03765UPB8C>
PAX: <@U03765UPB8C> <@U064F9H5MAR> <@U03TX17L7AQ> <@U06TA58T8NR> , Dodgeball, Medusa
FNGs: None
COUNT: 4

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-06-02,C0168ASEPD5,U03T43SBJNA,"Backblast! Flanders' Ms Pink Heels visit
DATE: 2024-06-02
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U06CPT15RAQ> <@U05TUKL5N87> <@U03TX17L7AQ> <@U064F9H5MAR> <@U041R4GK79V> <@U031LSD0SP7> <@U03ESCYKTGR> <@U070SG6LRAS> <@U04U8EGCQS1> <@U06A1RN2DQF> <@U03SJESV9JR> <@U06TFFEDQE7> <@U074516AUNQ> <@U06TFS9Q7UL> <@U05H6UA0KCK> 
FNGs: None
COUNT: 16

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-06-14,C0168ASEPD5,U017E4NMFQV,"Backblast! Pantry Help
DATE: 2024-06-14
AO: <#C0168ASEPD5>
Q: <@U017E4NMFQV>
PAX: <@U01A81A7BPS> <@U040R8S1N6P> <@U041R4GK79V> <@U03EPDEKY4U> , Zack
FNGs: 1 Zack
COUNT: 4

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-06-28,C0168ASEPD5,U017E4NMFQV,"Backblast! Pantry Help
DATE: 2024-06-28
AO: <#C0168ASEPD5>
Q: <@U017E4NMFQV>
PAX: <@U078YJKBUC8> <@U040R8S1N6P> <@U041R4GK79V> <@U01A81A7BPS> <@U04RQB0TXFS> <@U05QD3D6ZK7> <@U06A1RN2DQF> 
FNGs: None
COUNT: 7

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-07-12,C0168ASEPD5,U04U8EGCQS1,"Backblast! Backblast Pantry 
DATE: 2024-07-12
AO: <#C0168ASEPD5>
Q: <@U04U8EGCQS1>
PAX: <@U078YJKBUC8> 
FNGs: None
COUNT: 2

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-07-13,C0168ASEPD5,U03T43SBJNA,"Backblast! Adoptapalooza 2.0
DATE: 2024-07-13
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U064F9H5MAR> <@U02AA561KC3> <@U05T0TCJZ44> <@U041T9ACB3L> , Clown Car, Double D (F3 Southside)
FNGs: None
COUNT: 7

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: "
2024-07-26,C0168ASEPD5,U017E4NMFQV,"Backblast! Pantry help 
DATE: 2024-07-26
AO: <#C0168ASEPD5>
Q: <@U017E4NMFQV>
PAX: <@U01A81A7BPS> <@U078YJKBUC8> <@U040R8S1N6P> <@U071GSVM24B> <@U03EPDEKY4U> <@U06GZ8ECZC5> 
FNGs: None
COUNT: 6

WARMUP: 
THE THANG: 
MARY: 
ANNOUNCEMENTS: 
COT: unloaded 4 pallets "
2024-08-09,C0168ASEPD5,U041R4GK79V,"Backblast! Pantry help
DATE: 2024-08-09
AO: <#C0168ASEPD5>
Q: <@U041R4GK79V>
PAX: <@U041R4GK79V> 
FNGs: None
COUNT: 1
Total Units (3rd F Only INCLUDE UNITS): 9 Pallets
Duration of Event in HOURS (3rd F ONLY): 2.5
9 pallets unloaded
 "
2024-08-23,C0168ASEPD5,U041R4GK79V,"Backblast! Pantry help
DATE: 2024-08-23
AO: <#C0168ASEPD5>
Q: <@U041R4GK79V>
PAX: <@U041R4GK79V> 
FNGs: None
COUNT: 1
Total Units (3rd F Only INCLUDE UNITS): 8 pallets
Duration of Event in HOURS (3rd F ONLY): 2.5
8 Pallets unloaded
 "
2024-09-14,C0168ASEPD5,U017E4NMFQV,"Backblast! Pantry Help Food Truck
DATE: 2024-09-14
AO: <#C0168ASEPD5>
Q: <@U017E4NMFQV>
PAX: <@U01A81A7BPS> <@U05TUKL5N87> <@U03EPDEKY4U> <@U040R8S1N6P> 
FNGs: None
COUNT: 5
Total Units (3rd F Only INCLUDE UNITS): 7 pallets 
Duration of Event in HOURS (3rd F ONLY): 1.5

 "
2024-09-21,C0168ASEPD5,U03T43SBJNA,"Backblast! Chicken Hawk's Forgotten Warrior Memorial
DATE: 2024-09-21
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U03SJESV9JR> <@U06A1RN2DQF> <@U064F9H5MAR> <@U04M8MS2WHJ> 
FNGs: None
COUNT: 5
Duration of Event in HOURS (3rd F ONLY): 1.5

 "
2024-09-27,C0168ASEPD5,U041T99TNTC,"Backblast! Food Pantry 
DATE: 2024-09-27
AO: <#C0168ASEPD5>
Q: <@U041T99TNTC>
PAX: <@U04RQB0TXFS> <@U041R4GK79V> <@U04U8EGCQS1> <@U05TUKL5N87> 
FNGs: None
COUNT: 5

 "
2024-10-11,C0168ASEPD5,U03EPDEKY4U,"Backblast! Backblast Food Pantry
DATE: 2024-10-11
AO: <#C0168ASEPD5>
Q: <@U03EPDEKY4U>
PAX: <@U040R8S1N6P> <@U04RQB0TXFS> <@U05TUKL5N87> 
FNGs: None
COUNT: 4
Total Units (3rd F Only INCLUDE UNITS): 5 Pallets
Duration of Event in HOURS (3rd F ONLY): 4

 "
2024-10-21,C0168ASEPD5,U02F2UV0MCL,"Backblast! Family Closet (Pre-Hell Week)
DATE: 2024-10-21
AO: <#C0168ASEPD5>
Q: <@U02F2UV0MCL>
PAX: <@U05QD3D6ZK7> <@U018098KAAC> <@U04H6HMNPH9> <@U01A81A7BPS> <@U0171KQRB6D> <@U06GZ8ECZC5> <@U03SX99V3PU> <@U016M1Z8NLE> <@U06GZE2D66R> <@U06A1RN2DQF> <@U05H6UA0KCK> <@U03SJESV9JR> <@U07H6LVJHKK> <@U071GSVM24B> <@U041T99TNTC> <@U0194BS66MQ> <@U05UDL3EVGR> <@U070Z12249H> <@U02H51CJS30> <@U016TRPRHKL> <@U04RQB0TXFS> <@U040R8S1N6P> <@U048GCZ7GBY> <@U05TUKL5N87> <@U04RBT6T8RJ> <@U02F2UV0MCL> 
FNGs: None
COUNT: 26
Total Units (3rd F Only INCLUDE UNITS): 105lbs clothes and $260 cash

 Includes clothes donations, cash, and proceeds from scratch cards"
2024-10-23,C0168ASEPD5,U02F2UV0MCL,"Backblast! Care Closet (Hell Week Running Total)
DATE: 2024-10-23
AO: <#C0168ASEPD5>
Q: <@U02F2UV0MCL>
PAX: <@U074T16JBDX> <@U04H3PWJN5A> <@U02A96W697X> <@U02A96XC2Q5> <@U06A1RN2DQF> <@U05LL7ESE79> 
FNGs: None
COUNT: 7
Total Units (3rd F Only INCLUDE UNITS): $138.33

 Donation Running total to include PAX that donated "
2024-10-26,C0168ASEPD5,U05LL7ESE79,"Backblast! Adopt-a-highway Cleanup 
DATE: 2024-10-26
AO: <#C0168ASEPD5>
Q: <@U05LL7ESE79>
PAX: <@U06A1RN2DQF> <@U03SX99V3PU> <@U02F2UV0MCL> <@U071GSVM24B> <@U02A96W697X> <@U06H3QB4KMY> <@U06GZ8ECZC5> <@U04H6HMNPH9> <@U02H51CJS30> <@U074T16JBDX> <@U05LL7ESE79> <@U03SJESV9JR> <@U05H6UA0KCK> , + 6 2.0’s and M’s
FNGs: None
COUNT: 19
Total Units (3rd F Only INCLUDE UNITS): 10 bags of trash
Duration of Event in HOURS (3rd F ONLY): 1.5
Great Day in Bat City.  Cleaned from 135th to 127th."
2024-11-02,C0168ASEPD5,U03T43SBJNA,"Backblast! Fall Adoptapalooza
DATE: 2024-11-02
AO: <#C0168ASEPD5>
Q: <@U03T43SBJNA>
PAX: <@U064F9H5MAR> <@U041R4GK79V> <@U06A1RN2DQF> <@U02USFNQHGE> , From Southside: Fishtail, Shortsale, MacGruber, Bo Schembeckler
FNGs: None
COUNT: 9
Total Units (3rd F Only INCLUDE UNITS): 44 dogs adopted (will update as more get finalized)
Duration of Event in HOURS (3rd F ONLY): 5

 "
2024-11-06,C0168ASEPD5,U05LL7ESE79,"Backblast! Reindeer Games 2024 November Feed My Starving Children
DATE: 2024-11-06
AO: <#C0168ASEPD5>
Q: <@U05LL7ESE79>
PAX: <@U074T16JBDX> <@U03SX99V3PU> <@U04H6HMNPH9> <@U016M1Z8NLE> <@U05QD3D6ZK7> <@U05AB2HGHAN> <@U071GSVM24B> <@U070NTWF7G8> <@U06A1RN2DQF> <@U033NGNJRAS> <@U05UDL3EVGR> <@U04Q01BPTPE> <@U02F2UV0MCL> <@U06HSP24X8X> <@U01APFBACP8> <@U06GZ8ECZC5> <@U03DP9WRXJN> <@U0603QP17QE> <@U051330RY2J> <@U019QRLHE3H> 
FNGs: None
COUNT: 21
Total Units (3rd F Only INCLUDE UNITS): 25,272 Meals Packed (117 Boxes)
Duration of Event in HOURS (3rd F ONLY): 1.5
Packed food for the food insecure.  Great time had by all including our M's and 2.0s.  Great to see so many family members involved and serving together.

I have heard numerous reports already of kids who had never done it before that had a blast and are asking their dad's when they can do it again.

50 people total in our group inclouding 2.0s and Ms.
 "
2024-11-06,C0168ASEPD5,U06AWCQ0E9Z,"Backblast! Interfaith Food Pantry
DATE: 2024-11-06
AO: <#C0168ASEPD5>
Q: <@U06AWCQ0E9Z>
PAX: <@U03SJESV9JR> <@U03EPDEKY4U> <@U03SX99V3PU> <@U040R8S1N6P> <@U03765UPB8C> 
FNGs: None
COUNT: 6
Total Units (3rd F Only INCLUDE UNITS): 1
Duration of Event in HOURS (3rd F ONLY): 2.5

 "
2024-11-08,C0168ASEPD5,U05H6UA0KCK,"Backblast! Hands of Service: Unloading Hope
DATE: 2024-11-08
AO: <#C0168ASEPD5>
Q: <@U05H6UA0KCK>
PAX: <@U05TUKL5N87> <@U041R4GK79V> <@U053LEBRMM4> 
FNGs: None
COUNT: 4
Total Units (3rd F Only INCLUDE UNITS): Unloaded 20 pallets
Duration of Event in HOURS (3rd F ONLY): 3

 "
2024-11-09,C0168ASEPD5,U02A96W697X,"Backblast! 2024 Halloween Candy Drive
DATE: 2024-11-09
AO: <#C0168ASEPD5>
Q: <@U02A96W697X>
PAX: <@U019MT194E7> <@U017Q6TF0TB> <@U05LL7ESE79> <@U03EPDEKY4U> <@U02F2UV0MCL> <@U018098KAAC> <@U05C8DP6YS0> <@U04H3PWJN5A> <@U017QPPJVJ5> <@U064F9H5MAR> <@U02KN9HUSE6> <@U05UDL3EVGR> <@U03SX99V3PU> <@U020A7W78FQ> <@U02H51CJS30> <@U040Y3RQPNJ> <@U05H6UA0KCK> <@U058F8J3PNK> <@U04RBT6T8RJ> <@U01E40PTNFJ> <@U06A1RN2DQF> <@U02NST5BMKJ> <@U04RQB0TXFS> <@U05QJRZNQHH> <@U041T9ACB3L> <@U017E4NMFQV> <@U041R4GK79V> 
FNGs: None
COUNT: 28
Total Units (3rd F Only INCLUDE UNITS): 100 pounds
I really appreciate the support from the pax of the region for this cause.
 "
2024-11-09,C0168ASEPD5,U05LL7ESE79,"Backblast! Ready, Set, Ride, Therapeutic Stables Winterization
DATE: 2024-11-09
AO: <#C0168ASEPD5>
Q: <@U05LL7ESE79>
PAX: <@U01ANAL4DUL> <@U074T16JBDX> <@U05TUKL5N87> <@U016890PYHM> 
FNGs: None
COUNT: 5
Total Units (3rd F Only INCLUDE UNITS): 24 sheets of plywood hung, 1 large net hung.
Duration of Event in HOURS (3rd F ONLY): 3.0
Provided physical labor and tools to hang plywood to enclose horse stables for winter.  Also hung netting and other tasks.
 "
2024-11-09,C0168ASEPD5,USLACKBOT,"Backblast! Interfaith Food Pantry
DATE: 2024-11-09
AO: <#C0168ASEPD5>
Q: <@USLACKBOT>
PAX: <@U06J46ZTPEZ> <@U07RD0ACG80> <@U02A96W697X> 
FNGs: None
COUNT: 4
Duration of Event in HOURS (3rd F ONLY): 2

 "
